Q,C,logQ,logC
0.88047001533197,1.4146927162221474,-0.12729940576318755,0.3469123458317278
15.698599931646688,0.5875743406622579,2.753571532049581,-0.5317525036715313
5.259151537374817,0.9267549074490328,1.6599697090570253,-0.07606614163320577
2.7001097517628074,0.8943819179006083,0.993292420985183,-0.11162239380198355
0.2952576843109953,4.70062309088866,-1.2199067977878175,1.5476950724585539
0.2952220782245352,3.0961544319403123,-1.2200273983189867,1.130160835601131
0.18094142133009145,2.2851729859755423,-1.7095819391590026,0.8264417265028066
10.286997600308407,0.7902655830354555,2.330880728874676,-0.2353862089597214
2.7334787317118483,0.8231354388798052,1.005575058716044,-0.194634524554614
4.6662833065681415,1.1274745561478767,1.5403628889802274,0.11998022553064455
0.15000636858992666,4.984881765660786,-1.8970775285209878,1.6064096851106164
17.279991315662773,0.4122916054264811,2.8495492608099715,-0.8860243998295018
8.690349907503002,0.9269344361544306,2.162213204002109,-0.07587244282754713
0.39129072753525773,2.7159887205513273,-0.9383044466086192,0.9991560567243972
0.33592237786573664,3.264047904389712,-1.090875163964497,1.1829681135841459
0.3385859004986857,4.491689335996497,-1.082977450732831,1.5022288750893167
0.6195333254805603,1.855026681066213,-0.4787887852023114,0.6178990792800635
1.865972114211812,1.0246655712780748,0.6237821581611892,0.024366287428277456
1.1731883092251563,1.1844228787816522,0.15972509321057882,0.16925563382811148
0.5805064893496411,1.6044782632581147,-0.5438542990097904,0.47279863411428474
2.8842487678101163,1.05460226698829,1.0592644736118975,0.05316369773100976
0.2718429696830229,3.0751628867024734,-1.3025306967397907,1.1233578711409093
0.5831698732282429,2.22268948580921,-0.5392767573239092,0.7987179427285694
0.845192570478442,2.2601502381301306,-0.1681907835315415,0.8154312881234238
1.323592884371813,1.4795834554318832,0.28034992108517964,0.3917605991293002
6.861182527369472,1.180228779197708,1.925879806965068,0.1657083003611678
0.3672798860818705,2.273351980482475,-1.0016310892082014,0.8212553857118937
1.7703410153501855,2.9670905893551036,0.571172192068058,1.0875818731496625
2.6171157282934643,1.3537399109075443,0.9620728443102123,0.3028710666054169
0.17071702182047388,2.5855853094136005,-1.7677479364000113,0.9499519076351198
2.8227857713247597,0.7894984147370905,1.0377242595071918,-0.23635745322121043
0.31746764175877557,3.015282358983792,-1.1473793815635425,1.1036934771983726
0.1873565046555227,3.012764146419882,-1.6747420350736024,1.1028579784316856
15.555708638431172,0.6814237454840372,2.744427686266666,-0.3835709262790389
16.914312641481356,0.6130598098144205,2.828160165372797,-0.48929277877705524
7.705903632282058,0.712736586997551,2.041986740582306,-0.3386433700299842
0.6206852594372526,1.5476448847473472,-0.4769311541331466,0.4367343462327372
0.22054810823235177,1.9159270497516507,-1.5116394299680807,0.6502016045814729
4.141943543215743,0.8167513801914932,1.4211651325607844,-0.20242053864442006
1.2223343946576248,1.9672067650117644,0.2007624686980065,0.676614650817839
0.24912292596156269,3.065319034557407,-1.3898088257761059,1.1201516535495035
1.6094371966033365,0.9379342261252954,0.4758845505563509,-0.06407545383613678
0.16072549094016098,3.6080852700425456,-1.828057394423908,1.2831772355249178
12.763659230995033,0.6682816315098064,2.54660201039391,-0.40304559023891307
0.49356530824259903,1.6774634578653838,-0.7061000919999154,0.5172828059396264
